('<BOS>',)的频次-----86924
('图形',)的频次-----5
('谜团',)的频次-----2
('威尔特郡',)的频次-----1
('乏力',)的频次-----16
('印度人民党',)的频次-----30
('后腿',)的频次-----2
('刃',)的频次-----7
('贾什旺·辛哈',)的频次-----1
('减慢',)的频次-----6
('飓风',)的频次-----10
('歉收',)的频次-----5
('反对党',)的频次-----39
('核试验',)的频次-----303
('国大党',)的频次-----31
('起色',)的频次-----15
('零售价',)的频次-----9
('挤占',)的频次-----27
('民生',)的频次-----19
('１９９８—１９９９财年',)的频次-----1
('国计民生',)的频次-----7
('军费',)的频次-----8
('议会',)的频次-----140
('人民党',)的频次-----27
('搪塞',)的频次-----5
('副食品',)的频次-----2
('１９９８—１９９９财政年度',)的频次-----6
('上调',)的频次-----5
('票价',)的频次-----6
('辩解',)的频次-----7
('复会',)的频次-----1
('有起色',)的频次-----1
('中产阶级',)的频次-----1
('购买力',)的频次-----21
('反常',)的频次-----5
('平抑',)的频次-----3
('新德里',)的频次-----49
('城郊',)的频次-----15
('西红柿',)的频次-----8
('４０卢比',)的频次-----1
('１７．６卢比',)的频次-----1
('马铃薯',)的频次-----10
('７卢比',)的频次-----1
('１２．６卢比',)的频次-----1
('葱头',)的频次-----1
('８．４卢比',)的频次-----1
('１５．３卢比',)的频次-----1
('五六月',)的频次-----1
('柴米油盐',)的频次-----2
('必需品',)的频次-----8
('涨势',)的频次-----3
('巴黎交易所',)的频次-----1
('１９９９年度',)的频次-----5
('米兰',)的频次-----4
('马德里',)的频次-----17
('荷比卢',)的频次-----1
('伦敦—法兰克福联盟',)的频次-----2
('联盟',)的频次-----39
('大度',)的频次-----5
('条约',)的频次-----185
('海军',)的频次-----34
('军官',)的频次-----27
('航向',)的频次-----5
('泰奥多尔',)的频次-----1
('悖',)的频次-----4
('马为民',)的频次-----1
('巴黎证券交易所',)的频次-----2
('让—弗朗索瓦·泰奥多尔',)的频次-----1
('上周末',)的频次-----10
('费加罗报',)的频次-----3
('格林斯潘',)的频次-----11
('纽约证券交易所',)的频次-----15
('下挫',)的频次-----10
('１０５·５６点',)的频次-----1
('９１９０·１９点',)的频次-----1
('年率',)的频次-----5
('１·４％',)的频次-----3
('今年３月份',)的频次-----9
('警觉',)的频次-----9
('参议院银行委员会',)的频次-----1
('年中',)的频次-----2
('美国联邦储备委员会',)的频次-----6
('众议院拨款委员会',)的频次-----2
('参议院财政委员会',)的频次-----1
('众议院',)的频次-----27
('议长',)的频次-----89
('金里奇',)的频次-----10
('商会',)的频次-----8
('分发',)的频次-----6
('事例',)的频次-----24
('美国商会',)的频次-----4
('３００万家',)的频次-----1
('沃克曼',)的频次-----1
('６月初',)的频次-----12
('众议员',)的频次-----10
('谣传',)的频次-----3
('加利福尼亚州',)的频次-----7
('卡尔文·杜利',)的频次-----1
('２２亿多美元',)的频次-----1
('澄清',)的频次-----15
('克兰',)的频次-----2
('联名',)的频次-----23
('提法',)的频次-----11
('美国众议院筹款委员会贸易小组委员会',)的频次-----1
('菲利普·克兰',)的频次-----1
('商界',)的频次-----14
('冒牌',)的频次-----6
('马恩—香槟酒窖',)的频次-----1
('酿制',)的频次-----7
('４５００',)的频次-----2
('罗埃德雷',)的频次-----1
('酿造',)的频次-----9
('俄国',)的频次-----10
('王宫',)的频次-----7
('佩里埃—儒埃',)的频次-----1
('１．２万法郎',)的频次-----1
('引人入胜',)的频次-----7
('古堡',)的频次-----2
('６％',)的频次-----23
('使出',)的频次-----10
('新招',)的频次-----6
('源源不断',)的频次-----18
('僧多粥少',)的频次-----1
('１９９９年１２月３１日',)的频次-----2
('３亿瓶',)的频次-----1
('香槟酒行业委员会',)的频次-----1
('达尼埃尔·洛尔松',)的频次-----1
('放过',)的频次-----5
('天赐',)的频次-----2
('１亿瓶',)的频次-----1
('需求量',)的频次-----16
('２．４亿多瓶',)的频次-----1
('前程',)的频次-----13
('数百家',)的频次-----2
('上万个',)的频次-----4
('１０亿—４５亿法郎',)的频次-----1
('６法郎',)的频次-----1
('５家',)的频次-----27
('酒精',)的频次-----11
('１３—１５度',)的频次-----1
('１５个月',)的频次-----2
('储放',)的频次-----1
('３—５年',)的频次-----5
('考究',)的频次-----4
('发酵',)的频次-----15
('酵母',)的频次-----6
('８—１２摄氏度',)的频次-----1
('二次',)的频次-----37
('３种',)的频次-----6
('汁',)的频次-----10
('盛产',)的频次-----11
('起泡',)的频次-----2
('瓶塞',)的频次-----1
('砰',)的频次-----5
('四溅',)的频次-----2
('欢快',)的频次-----18
('如火如荼',)的频次-----10
('２亿多瓶',)的频次-----1
('钟声',)的频次-----16
('亿万瓶',)的频次-----1
('美洲国家组织一体化理事会',)的频次-----1
('瓷器',)的频次-----15
('出自',)的频次-----27
('景德镇陶瓷学院',)的频次-----1
('为首',)的频次-----54
('冯学敏',)的频次-----1
('景德镇',)的频次-----5
('６０件',)的频次-----1
('４０幅',)的频次-----2
('东京都中央图书馆',)的频次-----1
('中小型',)的频次-----17
('２４７０多个',)的频次-----1
('风力',)的频次-----22
('８３０多个',)的频次-----1
('调料',)的频次-----5
('１９．２亿卢比',)的频次-----1
('７．１亿卢比',)的频次-----1
('２６．３亿卢比',)的频次-----1
('印度人民院',)的频次-----1
('印度议会人民院',)的频次-----1
('１７日',)的频次-----54
('世界乐队',)的频次-----1
('交响',)的频次-----20
('七月十五日',)的频次-----1
('中国『金帆』乐团',)的频次-----1
('莫斯科红场',)的频次-----2
('主妇',)的频次-----3
('冰淇淋',)的频次-----5
('电子货币',)的频次-----3
('付账',)的频次-----3
('信用卡',)的频次-----13
('东京商业区',)的频次-----1
('木卫３',)的频次-----1
('探测器',)的频次-----30
('外空',)的频次-----5
('美国航空航天局',)的频次-----12
('华盛顿邮报',)的频次-----9
('美国全国研究委员会',)的频次-----1
('特别科学家小组',)的频次-----1
('畜产试验场',)的频次-----1
('１４头',)的频次-----1
('宫城县畜产试验场',)的频次-----1
('小牛',)的频次-----1
('扶',)的频次-----35
('交换',)的频次-----175
('三星',)的频次-----6
('ＬＧ',)的频次-----3
('大宇',)的频次-----4
('鲜京',)的频次-----3
('查封',)的频次-----14
('经销',)的频次-----19
('店铺',)的频次-----11
('特别警察局',)的频次-----1
('巴西国会',)的频次-----3
('制售',)的频次-----9
('修正案',)的频次-----5
('刑期',)的频次-----1
('谋财害命',)的频次-----1
('卫生检验中心',)的频次-----1
('检举',)的频次-----1
('揭发',)的频次-----3
('药店',)的频次-----8
('批号',)的频次-----2
('序号',)的频次-----2
('巴西制药工业协会',)的频次-----1
('全息',)的频次-----3
('防伪',)的频次-----17
('批发商',)的频次-----5
('零售商',)的频次-----2
('备案',)的频次-----16
('公立',)的频次-----8
('进货',)的频次-----14
('厂方',)的频次-----16
('９家',)的频次-----9
('瞄准',)的频次-----24
('转手',)的频次-----5
('制药工业协会',)的频次-----1
('经销商',)的频次-----10
('巴西卫生检验中心',)的频次-----1
('６１个',)的频次-----7
('止痛',)的频次-----8
('消炎',)的频次-----1
('药剂',)的频次-----2
('３倍',)的频次-----20
('巴西卫生部药品检验中心',)的频次-----1
('５亿美元',)的频次-----10
('做手脚',)的频次-----5
('改头换面',)的频次-----6
('针剂',)的频次-----3
('药片',)的频次-----1
('贪婪',)的频次-----8
('常识',)的频次-----31
('贪图',)的频次-----7
('１０３亿美元',)的频次-----1
('诊费',)的频次-----1
('里约热内卢市',)的频次-----1
('１５００家',)的频次-----1
('服药',)的频次-----8
('蒂莫特奥市',)的频次-----1
('安东尼奥',)的频次-----1
('５个月',)的频次-----16
('改用',)的频次-----5
('西林制药厂',)的频次-----1
('贝洛奥里藏特市',)的频次-----1
('安娜',)的频次-----5
('第十天',)的频次-----2
('回应',)的频次-----8
('巴西联合制药厂',)的频次-----1
('１０个月',)的频次-----10
('里约热内卢',)的频次-----8
('２０００个',)的频次-----4
('战略性',)的频次-----24
('今年底',)的频次-----11
('俄罗斯石油公司',)的频次-----2
('斯拉夫石油公司',)的频次-----2
('俄罗斯统一电力公司',)的频次-----2
('最大限度',)的频次-----37
('赫里斯坚科',)的频次-----5
('生产率',)的频次-----10
('中央银行',)的频次-----25
('所得税',)的频次-----28
('赌博',)的频次-----23
('税金',)的频次-----15
('联合声明',)的频次-----58
('赤字',)的频次-----75
('２·８％',)的频次-----2
('国际文传电讯社',)的频次-----12
('中长期',)的频次-----25
('土地税',)的频次-----3
('进口税',)的频次-----2
('开征',)的频次-----3
('国库',)的频次-----12
('致函',)的频次-----18
('增收节支',)的频次-----19
('８亿美元',)的频次-----8
('９月份',)的频次-----10
('斯坦利·费希尔',)的频次-----2
('第一笔',)的频次-----5
('５６亿美元',)的频次-----2
('俄议会',)的频次-----1
('４８亿美元',)的频次-----5
('１１２亿美元',)的频次-----3
('８３亿美元',)的频次-----1
('２９亿美元',)的频次-----1
('国际货币基金组织执行董事会',)的频次-----3
('法兰克福证交所',)的频次-----3
('德国股票交易公司',)的频次-----3
('塞弗特',)的频次-----1
('资本市场',)的频次-----33
('伦敦证交所',)的频次-----2
('双赢',)的频次-----6
('其外',)的频次-----1
('恐',)的频次-----10
('证交所',)的频次-----7
('事前',)的频次-----5
('一无所知',)的频次-----8
('纳斯达克',)的频次-----5
('发言权',)的频次-----7
('２万多亿美元',)的频次-----1
('甩',)的频次-----15
('平起平坐',)的频次-----2
('日均',)的频次-----10
('９０００万美元',)的频次-----1
('欧洲货币联盟',)的频次-----2
('妥协',)的频次-----19
('伦敦证券交易所',)的频次-----1
('凯西',)的频次-----3
('法兰克福证券交易所',)的频次-----2
('低成本',)的频次-----12
('高效益',)的频次-----9
('股票市场',)的频次-----27
('为着',)的频次-----3
('互助',)的频次-----25
('显而易见',)的频次-----15
('１．０５万亿',)的频次-----1
('２．０６万亿美元',)的频次-----1
('标价',)的频次-----9
('证券市场战略联盟',)的频次-----1
('丁刚',)的频次-----2
('蒋千红',)的频次-----4
('石油输出国组织',)的频次-----10
('欧佩克',)的频次-----68
('７５年',)的频次-----1
('１４年',)的频次-----20
('８８年',)的频次-----1
('２６２０亿桶',)的频次-----1
('英国石油公司',)的频次-----2
('前五位',)的频次-----2
('伊拉克',)的频次-----170
('阿联酋',)的频次-----21
('科威特',)的频次-----21
('北美',)的频次-----20
('拉丁美洲',)的频次-----8
('亚太地区',)的频次-----68
('１万亿桶',)的频次-----1
('贸易额',)的频次-----33
('５·５万亿美元',)的频次-----1
('２·７％',)的频次-----3
('２·２５％',)的频次-----1
('前６年',)的频次-----4
('题为',)的频次-----39
('概览',)的频次-----1
('１６日',)的频次-----37
('２·５％',)的频次-----3
('纲领',)的频次-----93
('２６项',)的频次-----3
('杜马',)的频次-----24
('１４项',)的频次-----7
('２项',)的频次-----4
('国家杜马',)的频次-----46
('１至２个月',)的频次-----2
('总统办公厅',)的频次-----4
('利夫希茨',)的频次-----1
('议会下院',)的频次-----15
('闲置',)的频次-----32
('４８０亿卢布',)的频次-----1
('卡累利阿',)的频次-----3
('休假',)的频次-----10
('金属元素',)的频次-----4
('叶片',)的频次-----8
('芸',)的频次-----2
('重金属',)的频次-----11
('不孕',)的频次-----1
('花粉',)的频次-----7
('机理',)的频次-----11
